iata,name,city,country_code,size_rank
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,1
BMU,Sultan Muhammad Salahuddin Airport,Bima,ID,1
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,VN,1
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,1
BNI,Benin Airport,Benin,NG,1
BNK,Ballina Byron Gateway Airport,Ballina,AU,1
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO,1
BNS,Barinas Airport,Barinas,VE,1
BOB,Bora Bora Airport,Motu Mute,PF,1
BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA,1
BOH,Bournemouth Airport,Bournemouth,GB,1
BOR,Bokeo International Airport,Ton Phueng,LA,1
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),CN,1
BPL,Bole Alashankou Airport,Bole,CN,1
BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,1
BPX,Qamdo Bangda Airport,Bangda,CN,1
BPY,Besalampy Airport,Besalampy,MG,1
BQK,Brunswick Golden Isles Airport,Brunswick,US,1
BQL,Boulia Airport,Boulia Airport,AU,1
BQN,Rafael Hernández International Airport,Aguadilla,PR,1
BQS,Ignatyevo Airport,Blagoveschensk,RU,1
BQU,J F Mitchell Airport,Bequia,VC,1
BRD,Brainerd Lakes Regional Airport,Brainerd,US,1
BRK,Bourke Airport,Bourke Airport,AU,1
BRL,Southeast Iowa Regional Airport,Burlington,US,1
BRN,Bern Airport,Bern,CH,1
BRO,Brownsville South Padre Island International Airport,Brownsville,US,1
BRQ,Brno-Tuřany Airport,Brno,CZ,1
BRR,Barra Airport,Eoligarry,GB,1
BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,1
BRX,Maria Montez International Airport,Barahona,DO,1
BSC,José Celestino Mutis Airport,Bahía Solano,CO,1
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),CN,1
BSO,Basco Airport,Basco,PH,1
BTC,Batticaloa International Airport,Batticaloa,LK,1
BTI,Barter Island Long Range Radar Station Airport,Barter Island,US,1
BTK,Bratsk Airport,Bratsk,RU,1
BTM,Bert Mooney Airport,Butte,US,1
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,1
BTU,Bintulu Airport,Bintulu,MY,1
BTV,Patrick Leahy Burlington International Airport,Burlington,US,1
BUA,Buka Airport,Buka Island,PG,1
BUN,Gerardo Tobar López Airport,Buenaventura,CO,1
BUX,Bunia Airport,Bunia,CD,1
BUZ,Bushehr Airport,Bushehr,IR,1
BVE,Brive Souillac airport,Brive,FR,1
BVG,Berlevåg Airport,Berlevåg,NO,1
BVH,Brigadeiro Camarão Airport,Vilhena,BR,1
BVI,Birdsville Airport,Birdsville Airport,AU,1
BVJ,Bovanenkovo Airport,Bovanenkovo,RU,1
BWK,Brač Airport,Gornji Humac,HR,1
BWO,Balakovo Airport,Balakovo,RU,1
BWT,Wynyard Airport,Burnie,AU,1
BXH,Balkhash Airport,Balkhash,KZ,1
BXR,Bam Airport,Bam,IR,1
BXU,Bancasi Airport,Butuan,PH,1
BYK,Bouaké Airport,Bouaké,CI,1
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,1
BYN,Bayankhongor Airport,Bayankhongor,MN,1
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,1
BZI,Balıkesir Airport,Balıkesir,TR,1
BZL,Barisal Airport,Barisal,BD,1
BZN,Bozeman Yellowstone International Airport,Bozeman,US,1
BZO,Bolzano Airport,Bolzano (BZ),IT,1
BZR,Béziers Vias airport,Béziers,FR,1
BZX,Bazhong Enyang Airport,Bazhong,CN,1
CAB,Cabinda Airport,Cabinda,AO,1
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,1
CAE,Columbia Metropolitan Airport,Columbia,US,1
CAH,Cà Mau Airport,Ca Mau City,VN,1
CAJ,Canaima Airport,Canaima,VE,1
CAK,Akron Canton Regional Airport,Akron,US,1
CAL,Campbeltown Airport,Campbeltown,GB,1
CAT,Cascais Airport,Cascais,PT,1
CAW,Bartolomeu Lisandro Airport,Campos dos Goytacazes,BR,1
CAZ,Cobar Airport,Cobar Airport,AU,1
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,1
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH,1
CBQ,Margaret Ekpo International Airport,Calabar,NG,1
CBR,Canberra Airport,Canberra,AU,1
CBT,Catumbela Airport,Catumbela,AO,1
CCC,Jardines Del Rey Airport,Cayo Coco,CU,1
CCE,Capital International Airport,New Cairo,EG,1
CCF,Carcassonne Salvaza Airport,Carcassonne,FR,1
CCR,Buchanan Field,Concord,US,1
CCZ,Chub Cay Airport,Chub Cay,BS,1
CDB,Cold Bay Airport,Cold Bay,US,1
CDC,Cedar City Regional Airport,Cedar City,US,1
CDE,Chengde Puning Airport,Chengde,CN,1
CDP,Kadapa Airport,Kadapa,IN,1
CDR,Chadron Municipal Airport,Chadron,US,1
CDT,Castellón-Costa Azahar Airport,Castellón de la Plana,ES,1
CDV,Merle K (Mudhole) Smith Airport,Cordova,US,1
CEC,Jack Mc Namara Field Airport,Crescent City,US,1
CED,Ceduna Airport,Ceduna Airport,AU,1
CEE,Cherepovets Airport,Cherepovets,RU,1
CEN,Ciudad Obregón International Airport,Ciudad Obregón,MX,1
CEZ,Cortez Municipal Airport,Cortez,US,1
CFG,Jaime Gonzalez Airport,Cienfuegos,CU,1
CFN,Donegal Airport,Donegal,IE,1
CFR,Caen Carpiquet airport,Caen,FR,1
CFS,Coffs Harbour Airport,Coffs Harbour,AU,1
CGD,Changde Taohuayuan Airport,Changde (Dingcheng),CN,1
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,1
CGM,Camiguin Airport,Mambajao,PH,1
CGR,Campo Grande Airport,Campo Grande,BR,1
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,1
CHG,Chaoyang Airport,"Shuangta, Chaoyang",CN,1
CHH,Chachapoyas Airport,Chachapoyas,PE,1
CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,PE,1
CHO,Charlottesville Albemarle Airport,Charlottesville,US,1
CHT,Inia William Tuuta Memorial Airport,Te One,NZ,1
CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,PA,1
CID,The Eastern Iowa Airport,Cedar Rapids,US,1
CIF,Chifeng Yulong Airport,Chifeng,CN,1
CIJ,Capitán Aníbal Arab Airport,Cobija,BO,1
CIU,Chippewa County International Airport,Kincheloe,US,1
CIW,Canouan Airport,Canouan,VC,1
CIY,Comiso Airport,Comiso,IT,1
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE,1
CJC,El Loa Airport,Calama,CL,1
CJL,Chitral Airport,Chitral,PK,1
CJM,Chumphon Airport,Chumphon,TH,1
CKB,North Central West Virginia Airport,Bridgeport,US,1
CKH,Chokurdakh Airport,Chokurdah,RU,1
CKS,Carajás Airport,Parauapebas,BR,1
CKZ,Çanakkale Airport,Çanakkale,TR,1
CLD,McClellan-Palomar Airport,Carlsbad,US,1
CLL,Easterwood Field,College Station,US,1
CLQ,Licenciado Miguel de la Madrid International Airport,Colima,MX,1
CLY,Calvi Sainte Catherine Airport,Calvi,FR,1
CMA,Cunnamulla Airport,Cunnamulla Airport,AU,1
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,1
CMF,Chambéry Aix les Bains airport,Chambéry,FR,1
CMG,Corumbá International Airport,Corumbá,BR,1
CMI,University of Illinois Willard Airport,Savoy,US,1
CMU,Chimbu Airport,Kundiawa,PG,1
CMX,Houghton County Memorial Airport,Hancock,US,1
CNB,Coonamble Airport,Coonamble Airport,AU,1
CNJ,Cloncurry Airport,Cloncurry,AU,1
CNM,Cavern City Air Terminal,Carlsbad,US,1
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,GL,1
CNQ,Corrientes Airport,Corrientes,AR,1
CNY,Canyonlands Regional Airport,Moab,US,1
COD,Yellowstone Regional Airport,Cody,US,1
COQ,Choibalsan Airport,Choibalsan Airport,MN,1
COU,Columbia Regional Airport,Columbia,US,1
CPC,Aviador C. Campos Airport,Chapelco/San Martin de los Andes,AR,1
CPD,Coober Pedy Airport,Coober Pedy,AU,1
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX,1
CPO,Desierto de Atacama Airport,Copiapo,CL,1
CPR,Casper-Natrona County International Airport,Casper,US,1
CPV,Presidente João Suassuna Airport,Campina Grande,BR,1
CPX,Benjamin Rivera Noriega Airport,Culebra,PR,1
CQW,Chongqing Xiannüshan Airport,Wulong,CN,1
CRI,Colonel Hill Airport,Colonel Hill,BS,1
CRM,Catarman National Airport,Catarman,PH,1
CRP,Corpus Christi International Airport,Corpus Christi,US,1
CRV,Crotone Sant'Anna Pythagoras Airport,Isola di Capo Rizzuto (KR),IT,1
CRW,Yeager Airport,Charleston,US,1
CSG,Columbus Airport,Columbus,US,1
CSK,Cap Skirring Airport,Cap Skirring,SN,1
CSW,Cabo San Lucas International Airport,Cabo San Lucas,MX,1
CSY,Cheboksary Airport,Cheboksary,RU,1
CTC,Coronel Felipe Varela International Airport,Catamarca,AR,1
CTD,Alonso Valderrama Airport,Chitré,PA,1
CTL,Charleville Airport,Charleville,AU,1
CTM,Chetumal International Airport,Chetumal,MX,1
CTN,Cooktown Airport,Cooktown Airport,AU,1
CUC,Camilo Daza International Airport,Cúcuta,CO,1
CUE,Mariscal Lamar Airport,Cuenca,EC,1
CUF,Cuneo International Airport,Levaldigi (CN),IT,1
CUK,Caye Caulker Airport,Caye Caulker,BZ,1
CUM,Antonio José de Sucre Airport,Cumaná,VE,1
CUP,General Francisco Bermúdez Airport,Carúpano,VE,1
CUQ,Coen Airport,Coen,AU,1
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX,1
CVN,Clovis Municipal Airport,Clovis,US,1
CVQ,Carnarvon Airport,Carnarvon,AU,1
CWA,Central Wisconsin Airport,Mosinee,US,1
CWJ,Cangyuan Washan Airport,Lincang (Cangyuan),CN,1
CXB,Cox's Bazar Airport,Cox's Bazar,BD,1
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,BR,1
CXP,Tunggul Wulung Airport,Cilacap,ID,1
CYA,Antoine-Simon International Airport,Les Cayes,HT,1
CYB,Charles Kirkconnell International Airport,West End,KY,1
CYC,Caye Chapel Airport,Caye Chapel,BZ,1
CYI,Chiayi Airport,Shuishang,TW,1
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,CU,1
CYP,Calbayog Airport,Calbayog City,PH,1
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US,1
CYX,Cherskiy Airport,Cherskiy,RU,1
CYZ,Cauayan Airport,Cauayan City,PH,1
CZE,José Leonardo Chirinos Airport,Coro,VE,1
CZH,Corozal Airport,Corozal,BZ,1
CZS,Cruzeiro do Sul Airport,Cruzeiro Do Sul,BR,1
CZU,Las Brujas Airport,Corozal,CO,1
CZX,Changzhou Benniu International Airport,Changzhou,CN,1
DAB,Daytona Beach International Airport,Daytona Beach,US,1
DAU,Daru Airport,Daru,PG,1
DAV,Enrique Malek International Airport,David,PA,1
DAY,James M. Cox Dayton International Airport,Dayton,US,1
DBC,Baicheng Chang'an Airport,Baicheng,CN,1
DBO,Dubbo City Regional Airport,Dubbo,AU,1
DBQ,Dubuque Regional Airport,Dubuque,US,1
DBR,Darbhanga Airport,Darbhanga,IN,1
DCF,Canefield Airport,Canefield,DM,1
DCM,Castres Mazamet Airport,Castres,FR,1
DCY,Daocheng Yading Airport,Garzê (Daocheng),CN,1
DDC,Dodge City Regional Airport,Dodge City,US,1
DDG,Dandong Langtou International Airport,Dandong (Zhenxing),CN,1
DDR,Shigatse Tingri Airport,Xigazê (Dingri),CN,1
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,PK,1
DEC,Decatur Airport,Decatur,US,1
DED,Dehradun Jolly Grant Airport,Dehradun (Jauligrant),IN,1
DEF,Dezful Airport,Dezful,IR,1
DGA,Dangriga Airport,Dangriga,BZ,1
DGO,General Guadalupe Victoria International Airport,Durango,MX,1
DGT,Sibulan Airport,Dumaguete City,PH,1
DHM,Kangra Airport,Kangra,IN,1
DHN,Dothan Regional Airport,Dothan,US,1
DHX,Dhoho International Airport,Kediri,ID,1
DIB,Dibrugarh Airport,Dibrugarh,IN,1
DIE,Arrachart Airport,Antisiranana,MG,1
DIG,Diqing Shangri-La Airport,Diqing (Shangri-La),CN,1
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US,1
DIN,Dien Bien Phu Airport,Dien Bien Phu,VN,1
DIY,Diyarbakır Airport,Diyarbakır,TR,1
DKA,Umaru Musa Yar'adua Airport,Katsina,NG,1
DLE,Dole Tavaux Airport,Dole,FR,1
DLG,Dillingham Airport,Dillingham,US,1
DLH,Duluth International Airport,Duluth,US,1
DLI,Lien Khuong Airport,Da Lat,VN,1
DLU,Dali Fengyi Airport,Dali (Xiaguan),CN,1
DLZ,Dalanzadgad Airport,Dalanzadgad,MN,1
DMU,Dimapur Airport,Dimapur,IN,1
DND,Dundee Airport,Dundee,GB,1
DNZ,Çardak Airport,Denizli,TR,1
DOD,Dodoma Airport,Dodoma,TZ,1
DOG,Dongola Airport,Dongola,SD,1
DOL,Deauville Normandie airport,Deauville,FR,1
DOM,Douglas-Charles Airport,Marigot,DM,1
DOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,US,1
DOY,Dongying Shengli Airport,Dongying (Kenli),CN,1
DPL,Dipolog Airport,Dipolog,PH,1
DPO,Devonport Airport,Devonport,AU,1
DRG,Deering Airport,Deering,US,1
DRO,Durango La Plata County Airport,Durango,US,1
DSI,Destin Executive Airport,Destin,US,1
DSO,Sondok Airport,Sŏndŏng-ni,KP,1
DTU,Wudalianchi Dedu Airport,Heihe,CN,1
DUD,Dunedin International Airport,Dunedin,NZ,1
DUE,Dundo Airport,Chitato,AO,1
DUJ,DuBois Regional Airport,Dubois,US,1
DUM,Pinang Kampai Airport,Dumai,ID,1
DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,1
DVL,Devils Lake Regional Airport,Devils Lake,US,1
DWD,Dawadmi Domestic Airport,Dawadmi,SA,1
DYR,Ugolny Yuri Ryktheu Airport,Anadyr,RU,1
DZH,Dazhou Jinya Airport,Dazhou (Dachuan),CN,1
EAM,Najran Domestic Airport,Najran,SA,1
EAR,Kearney Regional Airport,Kearney,US,1
EAS,San Sebastián Airport,Hondarribia,ES,1
EAT,Pangborn Memorial Airport,Wenatchee,US,1
EAU,Chippewa Valley Regional Airport,Eau Claire,US,1
EBA,Marina di Campo Airport,Campo nell'Elba (LI),IT,1
EBD,El-Obeid Airport,El-Obeid,SD,1
EBJ,Esbjerg Airport,Esbjerg,DK,1
ECP,Northwest Florida Beaches International Airport,Panama City Beach,US,1
EFL,Kefallinia Airport,Kefallinia Island,GR,1
EGC,Bergerac Dordogne-Périgord airport,Bergerac,FR,1
EGE,Eagle County Regional Airport,Eagle,US,1
EGS,Egilsstaðir Airport,Egilsstaðir,IS,1
EGX,Egegik Airport,Egegik,US,1
EIE,Yeniseysk Airport,Yeniseysk,RU,1
EJA,Yariguíes Airport,Barrancabermeja,CO,1
EJH,Al Wajh Domestic Airport,Al Wajh,SA,1
EKO,Elko Regional Airport,Elko,US,1
ELC,Elcho Island Airport,Elcho Island,AU,1
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US,1
ELF,El Fasher Airport,El Fasher,SD,1
ELG,El Golea Airport,El Menia,DZ,1
ELH,North Eleuthera Airport,North Eleuthera,BS,1
ELM,Elmira Corning Regional Airport,Elmira/Corning,US,1
ELU,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,1
EMD,Emerald Airport,Emerald,AU,1
EMK,Emmonak Airport,Emmonak,US,1
ENA,Kenai Municipal Airport,Kenai,US,1
ENF,Enontekio Airport,Enontekio,FI,1
ENH,Enshi Xujiaping Airport,Enshi (Enshi),CN,1
ENY,Yan'an Nanniwan Airport,Yan'an (Baota),CN,1
EOH,Enrique Olaya Herrera Airport,Medellín,CO,1
EOI,Eday Airport,Eday,GB,1
EPR,Esperance Airport,Esperance,AU,1
EPU,Pärnu Airport,Pärnu,EE,1
EQS,Esquel Brigadier Antonio Parodi International Airport,Esquel,AR,1
ERC,Erzincan Airport,Erzincan,TR,1
ERH,Moulay Ali Cherif Airport,Errachidia,MA,1
ERI,Erie International Tom Ridge Field,Erie,US,1
ERL,Erenhot Saiwusu International Airport,Erenhot,CN,1
ERS,Eros Airport,Windhoek,NA,1
ERZ,Erzurum International Airport,Erzurum,TR,1
ESC,Delta County Airport,Escanaba,US,1
ESD,Orcas Island Airport,Eastsound,US,1
ESL,Elista Airport,Elista,RU,1
ESR,Ricardo García Posada Airport,El Salvador,CL,1
ESU,Essaouira-Mogador Airport,Essaouira,MA,1
ETR,Santa Rosa - Artillery Colonel Victor Larrea International Airport,Santa Rosa,EC,1
ETZ,Metz-Nancy-Lorraine Airport,Goin,FR,1
EUG,Eugene Airport,Eugene,US,1
EUX,F. D. Roosevelt Airport,Oranjestad,BQ,1
EVV,Evansville Regional Airport,Evansville,US,1
EWB,New Bedford Regional Airport,New Bedford,US,1
EWN,Coastal Carolina Regional Airport,New Bern,US,1
EXT,Exeter International Airport,"Exeter, Devon",GB,1
EYK,Beloyarskiy Airport,Beloyarskiy Airport,RU,1
EYP,El Alcaravan - Yopal Airport,Yopal,CO,1
EYW,Key West International Airport,Key West,US,1
EZS,Elazığ Airport,Elazığ,TR,1
FAI,Fairbanks International Airport,Fairbanks,US,1
FAR,Hector International Airport,Fargo,US,1
FAV,Fakarava Airport,Fakarava Airport,PF,1
FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,1
FCA,Glacier Park International Airport,Kalispell,US,1
FCN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE,1
FDU,Bandundu Airport,Bandundu,CD,1
FEG,Fergana International Airport,Fergana,UZ,1
FEN,Fernando de Noronha Airport,Fernando de Noronha,BR,1
FGU,Fangatau Airport,Fangatau,PF,1
FIZ,Fitzroy Crossing Airport,Fitzroy Crossing Airport,AU,1
FKQ,Fakfak Airport,Fakfak,ID,1
FKS,Fukushima Airport,Sukagawa,JP,1
FLA,Gustavo Artunduaga Paredes Airport,Florencia,CO,1
FLG,Flagstaff Pulliam Airport,Flagstaff,US,1
FLO,Florence Regional Airport,Florence,US,1
FLW,Flores Airport,Santa Cruz das Flores,PT,1
FLZ,Dr. Ferdinand Lumban Tobing Airport,Sibolga (Pinangsori),ID,1
FMA,Formosa National Airport,Formosa,AR,1
FMI,Kalemie Airport,Kalemie,CD,1
FNI,Nîmes-Arles-Camargue Airport,Nîmes/Garons,FR,1
FNT,Bishop International Airport,Flint,US,1
FOD,Fort Dodge Regional Airport,Fort Dodge,US,1
FOG,Foggia Gino Lisa Airport,Foggia (FG),IT,1
FON,La Fortuna Arenal Airport,La Fortuna,CR,1
FRD,Friday Harbor Airport,Friday Harbor,US,1
FRL,Forlì-Luigi Ridolfi International Airport,Forlì (FC),IT,1
FRO,Florø Airport,Florø,NO,1
FRS,Mundo Maya International Airport,San Benito,GT,1
FSD,Sioux Falls Regional Airport,Sioux Falls,US,1
FSM,Fort Smith Regional Airport,Fort Smith,US,1
FSP,Saint-Pierre Pointe-Blanche Airport,Saint-Pierre,PM,1
FTE,El Calafate - Commander Armando Tola International Airport,El Calafate,AR,1
FTU,Tôlanaro Airport,Tôlanaro,MG,1
FTW,Fort Worth Meacham International Airport,Fort Worth,US,1
FUG,Fuyang Xiguan Airport,"Yingzhou, Fuyang",CN,1
FUJ,Fukue Airport,Goto,JP,1
FUN,Funafuti International Airport,Funafuti,TV,1
FUO,Foshan Shadi Airport,Foshan (Nanhai),CN,1
FWA,Fort Wayne International Airport,Fort Wayne,US,1
FYJ,Fuyuan Dongji Airport,Fuyuan,CN,1
FYN,Fuyun Koktokay Airport,Fuyun,CN,1
FYU,Fort Yukon Airport,Fort Yukon,US,1
GAJ,Yamagata Airport,Higashine,JP,1
GAL,Edward G. Pitka Sr Airport,Galena,US,1
GAM,Gambell Airport,Gambell,US,1
GAQ,Gao International Airport,Gao,ML,1
GAY,Gaya Airport,Gaya,IN,1
GBB,Gabala International Airport,Gabala,AZ,1
GBJ,Marie-Galante Airport,Grand-Bourg,GP,1
GCC,Northeast Wyoming Regional Airport,Gillette,US,1
GCH,Gachsaran Airport,Gachsaran,IR,1
GCI,Guernsey Airport,Saint Peter Port,GG,1
GCK,Garden City Regional Airport,Garden City,US,1
GCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US,1
GDB,Gondia Airport,Gondia,IN,1
GDE,Gode Airport,Gode,ET,1
GDQ,Gondar Airport,Azezo,ET,1
GDT,JAGS McCartney International Airport,Cockburn Town,TC,1
GDV,Dawson Community Airport,Glendive,US,1
GDX,Sokol Airport,Magadan,RU,1
GDZ,Gelendzhik Airport,Gelendzhik,RU,1
GEA,Nouméa Magenta Airport,Nouméa,NC,1
GEL,Santo Ângelo Airport,Santo Ângelo,BR,1
GEM,President Obiang Nguema International Airport,Mengomeyén,GQ,1
GER,Rafael Cabrera Airport,Nueva Gerona,CU,1
GET,Geraldton Airport,Moonyoonooka,AU,1
GEV,Gällivare Airport,Gällivare,SE,1
GFF,Griffith Airport,Griffith,AU,1
GFK,Grand Forks International Airport,Grand Forks,US,1
GGG,East Texas Regional Airport,Longview,US,1
GGT,Exuma International Airport,Moss Town,BS,1
GGW,Glasgow Valley County Airport Wokal Field,Glasgow,US,1
GHA,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,1
GHB,Governor's Harbour Airport,Governor's Harbour,BS,1
GID,Gitega Airport,Gitega,BI,1
GIL,Gilgit Airport,Gilgit,PK,1
GIS,Gisborne Airport,Gisborne,NZ,1
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,1
GJA,La Laguna Airport,Guanaja,HN,1
GJT,Grand Junction Regional Airport,Grand Junction,US,1
GKA,Goroka Airport,Goronka,PG,1
GKN,Gulkana Airport,Gulkana,US,1
GLF,Golfito Airport,Golfito,CR,1
GLH,Mid Delta Regional Airport,Greenville,US,1
GLT,Gladstone Airport,Gladstone,AU,1
GMA,Gemena Airport,Gemena,CD,1
GMB,Gambela Airport,Gambela,ET,1
GME,Gomel Airport,Gomel,BY,1
GMO,Gombe Lawanti International Airport,Gombe,NG,1
GMQ,Golog Maqên Airport,Golog (Maqên),CN,1
GMR,Totegegie Airport,Totegegie Airport,PF,1
GNB,Grenoble Alpes Isère Airport,Grenoble,FR,1
GNS,Binaka Airport,Gunungsitoli,ID,1
GNV,Gainesville Regional Airport,Gainesville,US,1
GOP,Gorakhpur Airport,Gorakhpur,IN,1
GOQ,Golmud Airport,Golmud,CN,1
GOV,Gove Airport,Nhulunbuy,AU,1
GPA,Patras Araxos Agamemnon Airport,Patras,GR,1
GPI,Guapi Airport,Guapi,CO,1
GPS,Seymour Galapagos Ecological Airport,Isla Baltra,EC,1
GPT,Gulfport Biloxi International Airport,Gulfport,US,1
GRB,Austin Straubel International Airport,Green Bay,US,1
GRI,Central Nebraska Regional Airport,Grand Island,US,1
GRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,1
GRW,Graciosa Airport,Santa Cruz da Graciosa,PT,1
GRX,F.G.L. Airport Granada-Jaén Airport,Granada,ES,1
GRY,Grímsey Airport,Grímsey/Sandvík,IS,1
GSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,1
GST,Gustavus Airport,Gustavus,US,1
GTE,Groote Eylandt Airport,Groote Eylandt,AU,1
GTF,Great Falls International Airport,Great Falls,US,1
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,1
GUC,Gunnison Crested Butte Regional Airport,Gunnison,US,1
GUP,Gallup Municipal Airport,Gallup,US,1
